Timestamp,Group,Bin_group,camera_function0,camera_attributes0,camera_features0,camera_design0,camera_satisfaction0,camera0,camera_function1,camera_attributes1,camera_features1,camera_design1,camera_satisfaction1,camera1,headphone_satisfaction0,headphone_design0,headphone_attributes0,headphone_features0,headphone_function0,headphone0,headphone_design1,headphone_satisfaction1,headphone_attributes1,headphone_features1,headphone_function1,headphone1,laptop_function0,laptop_design0,laptop_attributes0,laptop_features0,laptop_satisfaction0,laptop0,laptop_design1,laptop_function1,laptop_attributes1,laptop_features1,laptop_satisfaction1,laptop1,worker_id,age,gender,education,income
3/25/2021 9:14,HC,C,1,10,10,10,10,41,1,10,10,10,10,41,10,10,10,10,1,41,10,10,10,10,1,41,1,10,10,10,10,41,10,1,10,10,10,41,A1N2IILECAZ0DH,26-35,Male,Masters,"0 - $100,000"
3/20/2021 8:59,T,T,9,8,9,8,9,43,7,8,6,8,7,36,7,8,7,6,7,35,9,7,6,7,8,37,9,8,6,7,6,36,7,5,6,7,6,31,A1N2XAUOT11I4Y,46-55,Male,Bachelors,"0 - $100,000"
3/20/2021 11:29,T,T,4,3,5,4,4,20,3,4,4,4,8,23,3,5,3,4,4,19,5,2,6,5,4,22,4,4,7,2,5,22,4,3,2,3,3,15,A1N4FBIWD4FRTH,26-35,Female,High school/GED,"$200,001 - $300,000"
3/19/2021 12:54,LC,C,6,7,8,5,7,33,7,8,5,7,5,32,7,6,6,7,8,34,7,5,6,8,6,32,7,5,8,6,7,33,7,4,7,6,5,29,A1NUW3AISE7RZC,36-45,Female,Masters,"0 - $100,000"
3/20/2021 22:28,T,T,7,8,9,7,9,40,9,9,10,9,10,47,6,4,7,6,6,29,4,3,4,3,5,19,7,9,8,9,9,42,6,7,8,8,7,36,A1NXAYOJWKJMZO,36-45,Female,Bachelors,"0 - $100,000"
3/20/2021 18:37,HC,C,5,10,9,9,10,43,7,10,10,10,10,47,10,10,10,10,8,48,10,10,10,10,8,48,8,10,10,10,10,48,10,9,10,10,10,49,A1O4W7F05T6HY0,36-45,Male,High school/GED,"0 - $100,000"
3/18/2021 0:40,T,T,9,10,9,10,10,48,9,9,10,9,10,47,9,10,9,10,10,48,9,10,10,9,10,48,9,10,9,10,9,47,10,9,10,10,9,48,A1O5V7Q9GSPPDH,36-45,Male,Masters,"$300,001 - $500,000"
3/21/2021 0:08,T,T,7,7,7,6,8,35,7,7,7,6,8,35,8,8,8,8,8,40,8,8,8,9,8,41,9,10,9,9,9,46,10,9,9,9,9,46,A1O6VAS476J91K,26-35,Female,High school/GED,Prefer not to say
4/1/2021 12:36,HC,C,7,7,8,7,8,37,8,7,8,8,8,39,8,8,8,8,7,39,8,8,8,8,7,39,7,7,7,8,7,36,8,7,8,8,8,39,A1OVMBQ6MPJ1UF,36-45,Female,High school/GED,"0 - $100,000"
3/21/2021 9:00,T,T,7,9,10,10,9,45,8,10,10,10,10,48,9,6,8,7,4,34,6,7,8,9,9,39,3,9,9,9,8,38,10,7,10,10,10,47,A1PC4SDFSDYQLX,26-35,Female,Doctorate,"0 - $100,000"
3/20/2021 22:18,T,T,10,10,10,10,10,50,10,10,10,10,10,50,9,9,9,9,9,45,9,9,9,9,9,45,6,6,6,6,6,30,6,6,6,6,6,30,A1PEUF8MH49BX,26-35,Male,Bachelors,"0 - $100,000"
4/1/2021 12:33,LC,C,6,7,8,9,10,40,9,8,8,6,7,38,6,7,7,9,10,39,9,8,7,6,6,36,6,7,8,9,10,40,9,8,8,6,7,38,A1POAW2RQBTBXB,26-35,Female,High school/GED,"$200,001 - $300,000"
3/20/2021 17:37,HC,C,8,7,9,9,8,41,8,7,9,8,8,40,8,9,8,7,8,40,9,8,7,8,9,41,9,7,8,8,9,41,8,7,9,8,7,39,A1Q8BVNW9B7OKQ,56+,Male,Bachelors,"$500,001 - $1,000,000"
3/20/2021 10:01,T,T,9,9,9,9,9,45,8,8,8,9,9,42,9,8,8,9,8,42,9,9,9,9,8,44,10,10,10,10,10,50,10,10,10,10,9,49,A1QBDIKCMD3YQA,26-35,Male,Bachelors,"0 - $100,000"
3/19/2021 12:41,LC,C,7,8,8,9,8,40,9,8,10,8,10,45,6,8,9,7,8,38,8,7,8,8,9,40,7,9,7,9,7,39,9,5,7,8,8,37,A1QNGYWCKDFF6W,26-35,Female,Bachelors,"$100,001 - $200,000"
3/22/2021 17:23,T,T,6,7,6,5,7,31,6,6,7,5,7,31,8,5,6,7,4,30,5,8,6,7,5,31,7,8,6,7,6,34,6,7,6,5,8,32,A1QVVW9WZIYIB9,56+,Female,Bachelors,"$100,001 - $200,000"
3/23/2021 9:34,T,T,6,6,8,7,7,34,8,8,8,7,8,39,9,9,10,9,9,46,9,9,10,10,9,47,8,8,7,7,7,37,7,8,8,8,9,40,A1QW2XUJ7KZCV5,46-55,Female,High school/GED,"$100,001 - $200,000"
3/21/2021 8:43,T,T,7,7,7,7,7,35,7,7,7,7,7,35,7,7,7,7,7,35,7,7,7,7,7,35,6,6,6,6,6,30,6,6,6,6,6,30,A1QWDD7YR0LPX0,18-25,Female,Bachelors,"0 - $100,000"
3/20/2021 19:52,HC,C,10,9,10,9,9,47,10,9,10,9,9,47,10,9,10,9,10,48,9,9,10,9,9,46,10,9,9,10,9,47,10,9,8,9,10,46,A1R5O1NGQM4OU1,56+,Male,Masters,"$300,001 - $500,000"
3/17/2021 20:11,T,T,5,6,6,5,7,29,6,6,6,5,5,28,7,6,6,7,7,33,7,6,6,6,6,31,6,6,6,6,5,29,6,6,5,6,6,29,A1RGKDDAQN68NO,18-25,Female,Masters,"$100,001 - $200,000"
3/20/2021 18:12,T,T,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,6,6,6,6,6,30,10,10,10,10,10,50,10,10,10,10,10,50,A1RO1HA4SAH1OQ,56+,Male,High school/GED,"0 - $100,000"
3/22/2021 17:22,T,T,9,9,8,8,9,43,9,9,8,9,9,44,8,8,8,7,7,38,9,9,8,8,7,41,7,8,8,7,8,38,7,7,7,7,7,35,A1S593BAMZ3TY9,56+,Male,Masters,"0 - $100,000"
3/19/2021 18:40,LC,C,8,8,8,6,7,37,9,9,7,7,8,40,5,9,7,5,4,30,8,6,5,7,6,32,9,6,7,8,7,37,7,8,8,8,7,38,A1SG9J4RVGW9BI,26-35,Male,Bachelors,"0 - $100,000"
3/20/2021 21:42,HC,C,5,10,9,10,9,43,5,10,10,10,9,44,10,9,10,10,6,45,10,10,10,10,6,46,5,10,10,10,10,45,10,5,10,10,10,45,A1SSX1P87H7JVS,46-55,Male,High school/GED,"0 - $100,000"
3/21/2021 21:07,LC,C,7,6,8,6,6,33,8,7,8,6,9,38,6,9,8,7,7,37,8,7,8,8,6,37,8,6,8,7,7,36,5,8,7,7,6,33,A1SWGSFIMZJQE,26-35,Male,High school/GED,"$100,001 - $200,000"
3/17/2021 22:01,T,T,7,4,6,7,6,30,8,9,7,6,5,35,5,7,5,6,8,31,8,9,4,6,7,34,5,5,7,8,9,34,7,6,5,7,6,31,A1T0QDGU4D0A0V,26-35,Female,Masters,"$100,001 - $200,000"
3/18/2021 0:30,T,T,9,10,10,9,10,48,10,10,9,10,10,49,9,10,9,10,10,48,10,10,10,10,10,50,9,10,10,10,9,48,10,10,10,10,10,50,A1T25RZO90Z7XA,36-45,Male,Masters,"$300,001 - $500,000"
3/21/2021 7:06,T,T,8,9,9,9,5,40,7,3,8,6,9,33,7,4,3,5,2,21,6,2,2,5,5,20,9,3,7,8,6,33,5,9,7,9,7,37,A1TC14EZIN2DKF,36-45,Male,Masters,"$100,001 - $200,000"
3/22/2021 17:08,T,T,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,10,10,10,48,10,9,9,9,9,46,10,10,10,10,10,50,A1TEXCUTI4IUUN,26-35,Female,Bachelors,"0 - $100,000"
3/21/2021 9:53,T,T,4,8,8,8,8,36,6,9,8,8,10,41,6,7,8,8,7,36,9,9,9,9,8,44,10,9,9,9,10,47,10,10,10,10,10,50,A1TK1M16KJJKEO,56+,Female,Masters,"0 - $100,000"
3/20/2021 18:20,T,T,8,7,7,7,9,38,10,10,8,7,10,45,8,8,8,7,9,40,8,9,9,9,9,44,7,8,9,9,9,42,9,8,9,9,9,44,A1TPO4S2DZBXXV,26-35,Male,Bachelors,"$100,001 - $200,000"
3/17/2021 20:38,T,T,8,9,8,9,8,42,8,9,8,9,8,42,9,9,8,8,8,42,9,9,8,8,8,42,8,8,8,9,8,41,8,8,8,9,8,41,A1TRO537S2U7QV,46-55,Male,Masters,"$1,000,000+"
3/28/2021 13:31,T,T,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,1,10,8,10,9,38,10,2,9,10,9,40,A1U5UPSCURNRAA,46-55,Male,Bachelors,"0 - $100,000"
3/17/2021 19:56,T,T,4,7,6,5,7,29,6,7,6,6,7,32,7,7,7,6,5,32,6,7,7,6,5,31,4,6,7,7,7,31,6,5,7,7,7,32,A1UPJ6S46IUUJP,36-45,Prefer not to say,Prefer not to say,"0 - $100,000"
3/24/2021 20:00,LC,C,7,7,7,7,7,35,7,7,6,7,7,34,7,7,7,7,7,35,7,7,7,7,7,35,7,7,7,7,7,35,8,8,8,8,8,40,A1USB9NEEADCTB,18-25,Male,Bachelors,"0 - $100,000"
3/21/2021 18:22,LC,C,9,9,9,9,10,46,10,10,10,10,10,50,10,9,9,10,8,46,10,10,10,10,10,50,10,10,9,10,10,49,10,9,10,10,10,49,A1UVXOTKZ69ZOL,18-25,Female,Bachelors,"0 - $100,000"
3/21/2021 6:48,T,T,8,8,8,9,8,41,10,8,8,8,8,42,8,8,8,8,8,40,8,8,8,8,9,41,10,9,9,9,9,46,9,9,10,10,10,48,A1UZ91EFSJFUM8,36-45,Female,High school/GED,"0 - $100,000"
3/20/2021 17:40,HC,C,9,10,10,10,10,49,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,A1V8FJHR0XVNCV,18-25,Female,Bachelors,"$500,001 - $1,000,000"
3/21/2021 9:51,T,T,10,10,10,10,10,50,10,10,10,10,10,50,9,9,10,10,10,48,10,10,10,10,10,50,10,10,10,10,10,50,9,10,9,10,10,48,A1VFKCXMNZ2NRL,46-55,Female,High school/GED,"0 - $100,000"
4/2/2021 23:33,HC,C,7,9,8,9,8,41,9,7,8,8,9,41,7,8,7,7,8,37,7,8,7,7,8,37,8,7,7,8,8,38,8,7,8,7,8,38,A1VHVWRU911IZY,56+,Male,Bachelors,"0 - $100,000"
3/20/2021 17:37,HC,C,7,8,8,8,8,39,7,7,8,8,9,39,9,9,9,10,6,43,8,9,7,8,6,38,9,9,8,8,9,43,8,8,9,8,8,41,A1VR16PZW73C68,18-25,Female,Masters,"0 - $100,000"
3/20/2021 20:50,T,T,10,10,10,10,7,47,10,10,10,9,10,49,10,9,10,10,10,49,10,9,10,10,10,49,10,10,10,10,9,49,10,10,10,10,10,50,A1VU57PMNIC1B8,26-35,Male,Masters,"$300,001 - $500,000"
3/19/2021 14:38,LC,C,8,8,8,8,8,40,8,8,8,8,8,40,8,8,8,8,8,40,8,8,8,8,8,40,7,7,7,7,7,35,7,7,7,7,7,35,A1VXWKDSHYQ5XX,36-45,Female,Bachelors,"0 - $100,000"
3/19/2021 12:16,LC,C,4,3,3,4,3,17,2,7,5,8,8,30,5,6,7,5,5,28,5,3,4,4,7,23,3,8,7,7,8,33,8,3,9,8,8,36,A1W845RVTAYPYN,18-25,Male,Bachelors,"0 - $100,000"
3/21/2021 12:38,T,T,10,10,10,10,9,49,10,10,9,8,9,46,8,9,9,8,8,42,9,9,9,9,9,45,8,8,8,9,9,42,9,9,10,8,9,45,A1WMOJNU4FFQY,56+,Male,Bachelors,"0 - $100,000"
3/19/2021 21:44,LC,C,9,10,9,10,9,47,10,9,10,9,10,48,9,10,9,10,10,48,9,9,10,9,10,47,9,10,9,10,10,48,9,10,9,9,10,47,A1WOK29RCE4NT5,36-45,Male,Masters,"$300,001 - $500,000"
3/20/2021 18:55,T,T,10,9,9,8,9,45,10,10,9,8,9,46,9,9,8,8,8,42,9,9,9,9,9,45,10,10,9,8,9,46,10,10,9,9,9,47,A1WSCND5HZZV5N,46-55,Female,Bachelors,"$100,001 - $200,000"
3/21/2021 6:39,LC,C,9,8,8,7,9,41,8,9,9,8,9,43,9,8,9,7,8,41,9,8,9,9,7,42,9,8,10,7,8,42,9,8,9,9,7,42,A1WT9J6TTJDLKN,26-35,Male,Bachelors,"$100,001 - $200,000"
3/22/2021 17:13,T,T,8,10,9,9,10,46,10,10,9,9,10,48,9,10,10,9,7,45,10,10,10,9,8,47,9,10,9,10,10,48,10,10,10,10,10,50,A1X84CLJ7N1PLZ,56+,Female,High school/GED,"$500,001 - $1,000,000"
3/21/2021 10:46,T,T,4,7,6,9,6,32,4,8,5,6,8,31,6,5,5,7,8,31,6,8,7,6,7,34,7,5,6,7,5,30,7,5,8,7,7,34,A1X84T4EFW04GZ,NA,Male,Bachelors,"0 - $100,000"
3/31/2021 14:03,T,T,10,10,10,10,9,49,10,10,10,10,9,49,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,8,44,A1XC103XSP8MMD,26-35,Female,Bachelors,"0 - $100,000"
3/21/2021 14:13,T,T,5,8,10,7,8,38,6,8,10,7,8,39,8,9,8,10,7,42,9,9,8,10,8,44,5,7,8,9,8,37,7,8,9,9,8,41,A1XCA2F28H20FG,46-55,Prefer not to say,High school/GED,"0 - $100,000"
3/20/2021 9:21,T,T,7,5,3,8,8,31,7,4,7,9,6,33,6,4,7,5,2,24,7,4,9,4,8,32,6,4,8,5,5,28,2,8,6,3,3,22,A1XKHQNUEI7AY,36-45,Male,Masters,"$100,001 - $200,000"
3/30/2021 19:31,T,T,9,10,10,10,10,49,10,10,10,10,10,50,10,9,10,10,8,47,9,10,10,10,9,48,10,10,10,10,10,50,10,10,10,10,10,50,A1XY4MG26E4MAY,18-25,Male,High school/GED,"0 - $100,000"
3/20/2021 18:45,T,T,9,7,10,8,9,43,7,10,8,10,6,41,8,10,7,9,8,42,7,10,7,9,7,40,7,6,10,9,8,40,8,10,7,9,7,41,A1YD71QPMN5MCL,56+,Female,Masters,"0 - $100,000"
3/20/2021 22:57,HC,C,10,9,10,9,10,48,10,9,10,10,10,49,10,10,9,10,10,49,10,9,10,9,10,48,10,9,10,10,9,48,10,10,9,10,10,49,A1YFFRRABDKJU5,36-45,Male,Masters,"$200,001 - $300,000"
3/22/2021 17:20,HC,C,8,8,8,7,7,38,7,8,8,8,7,38,8,7,8,8,7,38,8,7,8,8,7,38,8,8,8,8,8,40,8,8,7,8,7,38,A1ZDUYOAXER5TG,26-35,Female,Bachelors,"0 - $100,000"
4/2/2021 14:36,T,T,5,6,7,7,8,33,5,6,7,7,8,33,5,6,6,5,5,27,5,6,6,5,5,27,5,6,6,7,7,31,5,6,6,7,7,31,A1ZHZDLHCBKPK0,56+,Female,Masters,"0 - $100,000"
3/22/2021 16:44,T,T,9,10,10,10,9,48,5,9,9,9,9,41,9,8,8,8,8,41,9,8,9,8,9,43,9,9,9,9,9,45,10,3,3,3,3,22,A1ZZETG57T5D5X,36-45,Female,Masters,"0 - $100,000"
3/21/2021 13:54,T,T,10,10,10,10,9,49,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,A20C6QZRCAMBK6,18-25,Female,Bachelors,"0 - $100,000"
3/20/2021 3:29,T,T,9,10,10,8,10,47,10,10,10,9,10,49,10,9,10,10,9,48,9,10,10,10,10,49,8,6,8,8,8,38,8,9,10,10,10,47,A20IA63WXHF683,46-55,Female,Bachelors,"0 - $100,000"
3/18/2021 4:07,T,T,9,7,8,7,9,40,8,9,8,9,7,41,8,9,7,8,7,39,9,7,9,8,9,42,9,7,9,8,7,40,9,6,9,8,9,41,A20MIISE79SV8E,36-45,Female,Bachelors,"$100,001 - $200,000"
3/28/2021 17:55,T,T,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,10,7,10,10,10,47,A20MO1Y7HXG6M9,26-35,Female,Prefer not to say,"0 - $100,000"
3/20/2021 20:05,T,T,6,8,9,8,9,40,6,8,9,7,8,38,7,8,6,7,8,36,7,6,8,7,7,35,7,6,8,7,7,35,7,6,7,6,8,34,A20N9775X5Q5JV,26-35,Male,Bachelors,"0 - $100,000"
3/17/2021 20:20,T,T,9,9,9,9,9,45,9,9,8,9,9,44,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,A20QXCW2IQ1JTI,26-35,Female,Masters,"$200,001 - $300,000"
3/26/2021 18:09,T,T,9,7,8,10,8,42,10,8,7,7,6,38,8,7,7,9,7,38,10,8,8,6,6,38,10,8,8,8,6,40,4,7,6,8,9,34,A21619G6CCNHEI,18-25,Male,High school/GED,"0 - $100,000"
3/21/2021 10:57,LC,C,10,10,8,3,8,39,10,10,5,3,8,36,10,10,10,10,10,50,10,10,10,10,10,50,6,9,6,7,8,36,9,6,3,4,4,26,A218UHYGK8OVYE,46-55,Male,Doctorate,"$100,001 - $200,000"
3/18/2021 17:34,T,T,9,9,9,10,9,46,9,9,9,9,9,45,10,10,10,8,9,47,8,8,9,8,8,41,9,9,9,8,8,43,8,7,9,9,9,42,A21F3JVYYDOQ7W,36-45,Male,High school/GED,"0 - $100,000"
3/22/2021 16:42,T,T,9,9,8,9,9,44,9,9,9,7,9,43,10,10,10,9,10,49,9,9,8,10,10,46,10,8,9,9,8,44,9,10,9,9,9,46,A21HKKY734LWFV,36-45,Female,Masters,"0 - $100,000"
3/18/2021 5:11,T,T,9,9,10,9,8,45,9,8,9,8,9,43,8,10,9,8,8,43,9,8,9,8,9,43,8,9,9,9,8,43,9,8,9,9,9,44,A21L7K4NROSSF5,26-35,Female,Bachelors,"$100,001 - $200,000"
3/17/2021 19:37,T,T,9,8,7,9,9,42,9,9,9,10,9,46,7,8,9,8,9,41,7,9,9,8,8,41,9,10,9,9,9,46,10,10,9,10,9,48,A21Y7K669KM1PR,46-55,Female,Bachelors,"0 - $100,000"
4/2/2021 23:04,T,T,8,8,6,7,7,36,9,5,7,6,8,35,9,10,9,7,10,45,7,9,10,9,8,43,9,10,8,9,10,46,9,7,9,9,8,42,A22IK9IKRXXX12,56+,Male,Bachelors,"0 - $100,000"
3/21/2021 9:55,T,T,7,5,7,7,5,31,7,7,8,5,7,34,6,8,5,7,8,34,5,7,5,7,6,30,5,7,8,5,7,32,7,5,7,5,7,31,A22KU9EVF6IMAR,56+,Male,Bachelors,"$1,000,000+"
3/20/2021 20:21,HC,C,9,10,10,9,9,47,10,10,9,9,9,47,7,8,7,6,6,34,8,7,7,6,6,34,9,8,8,6,8,39,7,10,9,8,8,42,A22XNIVOOGZ3DU,26-35,Female,Masters,"$100,001 - $200,000"
3/17/2021 20:58,T,T,8,9,8,8,9,42,8,9,8,9,8,42,8,9,9,9,8,43,8,9,8,8,8,41,8,9,8,8,8,41,8,9,8,9,8,42,A22YSO271126D8,36-45,Male,High school/GED,"0 - $100,000"
3/17/2021 21:02,T,T,8,8,9,9,9,43,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,A23CKSG4LZJ17I,46-55,Female,Bachelors,"0 - $100,000"
3/20/2021 17:44,LC,C,8,10,10,10,10,48,9,9,9,9,9,45,9,10,10,6,9,44,9,8,9,6,9,41,10,10,10,10,10,50,10,10,10,9,10,49,A23HANYTQPADUC,56+,Non-binary,High school/GED,"0 - $100,000"
3/20/2021 19:47,T,T,6,9,8,9,9,41,7,8,8,9,9,41,10,9,9,9,9,46,10,10,9,9,9,47,5,7,7,8,7,34,7,7,7,7,7,35,A23K0YTNUJ0GKR,46-55,Female,Bachelors,"$1,000,000+"
3/22/2021 2:11,LC,C,7,7,9,7,7,37,8,8,8,7,4,35,8,8,8,9,6,39,8,8,8,8,7,39,6,9,7,8,8,38,8,8,9,8,9,42,A23N5P4WJOZXFL,26-35,Female,Doctorate,"$100,001 - $200,000"
3/22/2021 4:43,LC,C,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,9,9,9,9,9,45,A240OTT1T85UGT,36-45,Male,Bachelors,"0 - $100,000"
3/19/2021 12:06,LC,C,6,9,10,8,9,42,6,9,8,8,9,40,9,10,9,9,7,44,9,9,8,9,7,42,4,10,10,7,10,41,7,3,9,9,8,36,A24CFAL3M6GIJ2,36-45,Female,Bachelors,"0 - $100,000"
3/31/2021 11:23,LC,C,3,6,2,7,6,24,3,7,7,4,3,24,2,6,4,3,5,20,4,3,5,5,3,20,4,5,4,3,4,20,6,4,5,3,4,22,A24EBVP2KXRQOW,26-35,Prefer not to say,Masters,"$200,001 - $300,000"
3/21/2021 9:24,HC,C,8,8,8,8,8,40,8,8,8,8,8,40,6,7,6,6,6,31,5,6,6,6,6,29,7,7,7,7,7,35,7,7,7,7,7,35,A24F5TBMR4DPFM,26-35,Female,Bachelors,"0 - $100,000"
3/20/2021 19:36,T,T,8,10,10,10,10,48,8,10,10,10,10,48,10,10,10,10,7,47,10,10,10,10,7,47,8,10,10,10,10,48,10,8,10,10,10,48,A24FN5BK5L9I2S,26-35,Male,Bachelors,"0 - $100,000"
3/20/2021 21:07,T,T,10,8,8,8,9,43,10,8,8,8,9,43,7,7,7,6,5,32,7,7,7,7,8,36,10,8,8,8,9,43,8,10,8,8,9,43,A24HJXAE17A1BX,18-25,Female,Bachelors,"0 - $100,000"
3/20/2021 17:59,LC,C,9,10,10,9,10,48,9,10,9,10,9,47,10,9,10,9,8,46,9,10,9,10,9,47,10,9,9,10,8,46,9,10,9,8,9,45,A24L97TE1OKBP,36-45,Male,Bachelors,"$500,001 - $1,000,000"
3/22/2021 20:13,HC,C,9,7,10,10,7,43,1,8,8,7,7,31,10,6,6,5,2,29,6,8,8,6,6,34,4,4,7,1,6,22,2,2,6,8,5,23,A24QQHLBMOTOZS,36-45,Male,High school/GED,"$100,001 - $200,000"
3/31/2021 17:18,T,T,8,8,8,8,8,40,7,4,3,10,4,28,3,4,3,3,3,16,8,4,7,4,8,31,10,10,10,7,9,46,7,8,9,9,9,42,A251QF4QK6FY1E,18-25,Male,Bachelors,"0 - $100,000"
3/22/2021 16:53,T,T,7,10,5,3,8,33,10,8,5,5,8,36,10,9,9,10,8,46,9,10,10,10,10,49,9,8,7,8,9,41,9,10,10,8,10,47,A25IZ8EP34J539,26-35,Female,Bachelors,"$100,001 - $200,000"
3/21/2021 4:18,T,T,8,9,9,8,9,43,10,9,10,9,10,48,9,8,9,10,8,44,9,9,10,7,8,43,10,9,8,10,8,45,10,9,8,9,10,46,A25MQIY0GHWU6C,46-55,Female,Bachelors,"$500,001 - $1,000,000"
3/30/2021 8:42,T,T,10,10,9,9,10,48,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,50,8,7,7,7,7,36,10,10,10,10,10,50,A25W2ZE5KKPKL8,26-35,Female,Bachelors,"0 - $100,000"
3/21/2021 8:19,LC,C,7,8,7,8,7,37,8,7,8,7,8,38,5,5,4,6,5,25,6,5,5,5,5,26,7,6,7,7,7,34,7,6,7,6,7,33,A25WY3CGGJECDX,46-55,Male,Masters,"$1,000,000+"
3/20/2021 22:21,LC,C,9,8,9,8,9,43,8,9,8,8,9,42,8,9,8,9,8,42,9,8,9,8,9,43,9,7,8,9,8,41,9,7,9,9,8,42,A260VB9PNDXONM,36-45,Male,Masters,"$500,001 - $1,000,000"
3/20/2021 20:11,LC,C,8,7,7,6,7,35,9,8,7,7,8,39,8,8,8,9,7,40,8,8,8,9,9,42,8,7,8,8,8,39,7,7,8,8,9,39,A26376A6PIQ58H,36-45,Male,Bachelors,"0 - $100,000"
3/20/2021 20:11,T,T,8,9,9,10,9,45,8,8,7,9,8,40,8,9,8,9,8,42,9,9,8,7,9,42,8,9,9,9,9,44,9,8,7,8,9,41,A264IIPEPPV2BS,26-35,Male,Masters,"0 - $100,000"
3/22/2021 16:34,HC,C,8,9,9,9,10,45,9,9,10,9,10,47,9,8,9,9,8,43,10,9,9,9,8,45,9,10,9,9,9,46,10,9,9,9,10,47,A26A77APE2SUR5,36-45,Female,Doctorate,"0 - $100,000"
3/17/2021 19:48,T,T,7,5,5,8,7,32,8,5,6,6,6,31,8,6,7,5,5,31,8,7,6,5,8,34,7,5,6,6,6,30,7,6,8,8,5,34,A26FC0H9JNICC7,26-35,Male,Bachelors,"$100,001 - $200,000"
4/4/2021 16:31,T,T,9,9,9,9,9,45,9,9,9,9,10,46,8,6,8,8,8,38,6,8,8,8,8,38,2,8,7,7,8,32,1,1,1,1,1,5,A26GZ8V6XK6AZJ,36-45,Female,Masters,"0 - $100,000"
3/28/2021 19:35,T,T,6,7,8,3,6,30,8,8,9,4,8,37,9,6,7,7,5,34,6,7,8,8,6,35,4,6,5,4,6,25,5,9,8,8,9,39,A26OKNTA53AYFT,36-45,Female,Bachelors,"$500,001 - $1,000,000"
3/21/2021 7:31,T,T,5,6,8,9,6,34,6,6,8,9,7,36,8,6,6,6,5,31,6,5,5,6,5,27,8,9,7,9,7,40,9,10,8,9,9,45,A26UXYJXVKI7OY,46-55,Female,Prefer not to say,"0 - $100,000"
3/20/2021 20:39,T,T,7,8,7,7,8,37,7,8,9,8,6,38,7,8,6,7,8,36,7,8,6,7,5,33,7,8,7,8,7,37,7,8,8,7,8,38,A2717S28QHY09K,26-35,Male,Bachelors,"0 - $100,000"
3/22/2021 16:48,T,T,9,9,9,8,8,43,9,9,9,8,8,43,8,9,8,8,5,38,8,8,9,9,4,38,6,9,8,8,7,38,8,6,7,8,7,36,A27B0BV6MNTEPZ,36-45,Male,Masters,"$100,001 - $200,000"
3/20/2021 20:12,T,T,10,9,10,9,9,47,10,9,10,8,10,47,7,10,9,10,9,45,10,8,10,9,7,44,10,8,10,9,10,47,8,6,8,9,9,40,A27NM2WZXST2HD,26-35,Male,Bachelors,"$300,001 - $500,000"
3/17/2021 21:40,T,T,9,10,9,10,8,46,9,9,10,9,9,46,9,10,10,9,9,47,10,9,9,10,10,48,9,9,10,10,9,47,10,10,10,9,10,49,A289E7Z30M40X2,46-55,Male,Masters,"0 - $100,000"
3/20/2021 22:54,T,T,9,8,10,8,7,42,9,10,8,8,9,44,8,9,8,9,9,43,10,7,8,7,8,40,9,8,8,10,9,44,9,6,9,10,8,42,A28CTAQZT20JTM,26-35,Male,Bachelors,"$200,001 - $300,000"
3/29/2021 3:27,HC,C,7,4,8,5,9,33,6,9,5,8,6,34,6,9,4,8,4,31,9,6,9,6,7,37,7,5,9,5,9,35,5,7,3,7,5,27,A28GJX1F9U3W8M,26-35,Male,Masters,"$100,001 - $200,000"
3/21/2021 1:17,T,T,8,8,8,9,8,41,8,7,8,8,9,40,8,8,8,9,8,41,8,8,8,9,8,41,9,9,9,9,9,45,9,9,9,9,9,45,A28WSBB0DSV47X,26-35,Male,Masters,"$500,001 - $1,000,000"
3/21/2021 8:29,T,T,10,9,8,8,10,45,10,10,9,9,9,47,8,8,8,8,9,41,9,8,8,8,8,41,7,7,7,7,7,35,8,8,8,8,8,40,A296CJ21P3GMDB,26-35,Female,Bachelors,"0 - $100,000"
3/20/2021 23:39,LC,C,7,8,8,8,8,39,9,9,8,8,9,43,9,9,10,9,9,46,9,9,9,9,9,45,10,10,10,9,9,48,10,10,10,9,10,49,A298PEM7089FGU,26-35,Female,Bachelors,"0 - $100,000"
